Item 0:
	Name: NULL
	Tribe: 173
	Sort Value: 366
Item 405:
	Name: FLYNYAN
	Icon id: 136
	AnimPose Name: e_flnyan
	Animation Name: Z_1
	Name Message: ename_290 (AirMeow)
	Description Message: ehelp_290
	Buy Price: 50
	Sell Price: 15
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 174
	Sort Value: 367
Item 406:
	Name: DOMNYAN
	Icon id: 136
	AnimPose Name: e_dmnyan
	Animation Name: Z_1
	Name Message: ename_177 (SurpriseMeow)
	Description Message: ehelp_177
	Buy Price: 50
	Sell Price: 15
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 175
	Sort Value: 368
Item 407:
	Name: DEKUNYAN
	Icon id: 137
	AnimPose Name: n_stg3_dknyan
	Animation Name: Z_1
	Name Message: ename_178 (BigMeow)
	Description Message: ehelp_178
	Buy Price: 150
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 172
	Sort Value: 369
Item 408:
	Name: UCHU_KURAGE
	Icon id: 136
	AnimPose Name: e_u_kurage
	Animation Name: Z_1
	Name Message: ename_179 (Jellien)
	Description Message: ehelp_179
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 178
	Sort Value: 372
Item 409:
	Name: PHOTON
	Icon id: 136
	AnimPose Name: e_card_fot
	Animation Name: Z_1
	Name Message: ename_180 (Foton)
	Description Message: ehelp_180
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 179
	Sort Value: 373
Item 410:
	Name: WARPWARP
	Icon id: 136
	AnimPose Name: e_warp
	Animation Name: Z_1
	Name Message: ename_182 (Warpid)
	Description Message: ehelp_182
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 181
	Sort Value: 374
Item 411:
	Name: FRAGON
	Icon id: 136
	AnimPose Name: e_card_fre1
	Animation Name: Z_1
	Name Message: ename_183 (Eeligon)
	Description Message: ehelp_183
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 182
	Sort Value: 375
Item 412:
	Name: FRAGON_G
	Icon id: 136
	AnimPose Name: e_card_fre2
	Animation Name: Z_1
	Name Message: ename_185 (Hooligon)
	Description Message: ehelp_185
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 184
	Sort Value: 376
Item 413:
	Name: FRAGON_G_BLK
	Icon id: 136
	AnimPose Name: e_card_fre3
	Animation Name: Z_1
	Name Message: ename_330 (Dark Eeligon)
	Description Message: ehelp_330
	Buy Price: 25
	Sell Price: 3
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 186
	Sort Value: 377
Item 414:
	Name: KAKKUN
	Icon id: 136
	AnimPose Name: e_card_kak1
	Animation Name: Z_1
	Name Message: ename_187 (Longator)
	Description Message: ehelp_187
	Buy Price: 10
	Sell Price: 1
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 188
	Sort Value: 378
Item 415:
	Name: KAKKUN_H
	Icon id: 136
	AnimPose Name: e_card_kak2
	Animation Name: Z_1
	Name Message: ename_188 (Longadile)
	Description Message: ehelp_188
	Buy Price: 10
	Sell Price: 1
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 189
	Sort Value: 379
Item 416:
	Name: KAKKUN_H_BLK
	Icon id: 136
	AnimPose Name: e_card_kak2
	Animation Name: Z_1
	Name Message: ename_331 (Dark Longator)
	Description Message: ehelp_331
	Buy Price: 10
	Sell Price: 1
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 190
	Sort Value: 380
Item 417:
	Name: BARRIER_MAN
	Icon id: 136
	AnimPose Name: e_bari
	Animation Name: Z_1
	Name Message: ename_189 (Barribad)
	Description Message: ehelp_189
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 194
	Sort Value: 381
Item 418:
	Name: BARRIER_MAN_H
	Icon id: 136
	AnimPose Name: e_bari2
	Animation Name: Z_1
	Name Message: ename_191 (Sobarribad)
	Description Message: ehelp_191
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 196
	Sort Value: 382
Item 419:
	Name: BARRIER_MAN_H_BLK
	Icon id: 136
	AnimPose Name: e_bari2
	Animation Name: Z_1
	Name Message: ename_332 (Dark Barribad)
	Description Message: ehelp_332
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 198
	Sort Value: 383
Item 420:
	Name: MATRYOSHKA
	Icon id: 136
	AnimPose Name: e_card_mat1
	Animation Name: Z_1
	Name Message: ename_193 (Pigarithm)
	Description Message: ehelp_193
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 200
	Sort Value: 384
Item 421:
	Name: MATRYOSHKA_H
	Icon id: 136
	AnimPose Name: e_card_mat2
	Animation Name: Z_1
	Name Message: ename_194 (Hogarithm)
	Description Message: ehelp_194
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 201
	Sort Value: 385
Item 422:
	Name: MATRYOSHKA_H_BLK
	Icon id: 136
	AnimPose Name: e_card_mat2
	Animation Name: Z_1
	Name Message: ename_333 (Dark Pigarithm)
	Description Message: ehelp_333
	Buy Price: 25
	Sell Price: 3
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 202
	Sort Value: 386
Item 423:
	Name: LEEPAT
	Icon id: 136
	AnimPose Name: e_lepat
	Animation Name: Z_1
	Name Message: ename_195 (Choppa)
	Description Message: ehelp_195
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 191
	Sort Value: 387
Item 424:
	Name: LEEPAT_H
	Icon id: 136
	AnimPose Name: e_lepa2
	Animation Name: Z_1
	Name Message: ename_196 (Copta)
	Description Message: ehelp_196
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 192
	Sort Value: 388
Item 425:
	Name: LEEPAT_H_BLK
	Icon id: 136
	AnimPose Name: e_lepa2
	Animation Name: Z_1
	Name Message: ename_334 (Dark Choppa)
	Description Message: ehelp_334
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 193
	Sort Value: 389
Item 426:
	Name: MONMOUTH
	Icon id: 137
	AnimPose Name: e_manmo
	Animation Name: Z_1
	Name Message: ename_197 (Muth)
	Description Message: ehelp_197
	Buy Price: 150
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 51
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 257
	Sort Value: 390
Item 427:
	Name: MONMOUTH_H_BLK
	Icon id: 136
	AnimPose Name: e_manm2
	Animation Name: Z_1
	Name Message: ename_335 (Dark Muth)
	Description Message: ehelp_335
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 259
	Sort Value: 392
Item 428:
	Name: MONMOUTH_W
	Icon id: 136
	AnimPose Name: e_manm3
	Animation Name: Z_1
	Name Message: ename_199 (Mega Muth)
	Description Message: ehelp_199
	Buy Price: 100
	Sell Price: 30
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 258
	Sort Value: 391
Item 429:
	Name: HANAZOKU
	Icon id: 136
	AnimPose Name: e_hanazoku_y
	Animation Name: Z_1
	Name Message: ename_201 (Floro Sapien)
	Description Message: ehelp_201
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 51
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 205
	Sort Value: 393
Item 430:
	Name: PRIMITIVE_MAN
	Icon id: 137
	AnimPose Name: e_genjin_a
	Animation Name: Z_1
	Name Message: ename_207 (Floro Cragnien)
	Description Message: ehelp_207
	Buy Price: 100
	Sell Price: 40
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 51
	Card Shop Min GSW(0): 221
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 203
	Sort Value: 394
Item 431:
	Name: NINJYA
	Icon id: 136
	AnimPose Name: e_ninja
	Animation Name: Z_1
	Name Message: ename_209 (Ninjoe)
	Description Message: ehelp_209
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 61
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 211
	Sort Value: 395
Item 432:
	Name: NINJYA_M
	Icon id: 136
	AnimPose Name: e_nin_g
	Animation Name: Z_1
	Name Message: ename_212 (Ninjohn)
	Description Message: ehelp_212
	Buy Price: 35
	Sell Price: 7
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 61
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 214
	Sort Value: 396
Item 433:
	Name: NINJYA_H
	Icon id: 136
	AnimPose Name: e_nin_r
	Animation Name: Z_1
	Name Message: ename_215 (Ninjerry)
	Description Message: ehelp_215
	Buy Price: 40
	Sell Price: 12
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 61
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 217
	Sort Value: 397
Item 434:
	Name: NINJYA_H_BLK
	Icon id: 136
	AnimPose Name: e_nin_r
	Animation Name: Z_1
	Name Message: ename_336 (Dark Ninjoe)
	Description Message: ehelp_336
	Buy Price: 45
	Sell Price: 13
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 220
	Sort Value: 398
Item 435:
	Name: HAND_1
	Icon id: 137
	AnimPose Name: e_ayashii_te
	Animation Name: Z_1
	Name Message: ename_218 (Underhand)
	Description Message: ehelp_218
	Buy Price: 100
	Sell Price: 40
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 71
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 262
	Sort Value: 399
Item 436:
	Name: SHINIGAMIN_ALPHA
	Icon id: 136
	AnimPose Name: e_tesita_a1
	Animation Name: Z_1
	Name Message: ename_221 (Skellobit)
	Description Message: ehelp_221
	Buy Price: 35
	Sell Price: 7
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 71
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 223
	Sort Value: 400
Item 437:
	Name: SHINIGAMIN_BETA
	Icon id: 136
	AnimPose Name: e_tesita_a2
	Animation Name: Z_1
	Name Message: ename_222 (Spiky Skellobit)
	Description Message: ehelp_222
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 71
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 226
	Sort Value: 401
Item 438:
	Name: MD_SHINIGAMIN_ALPHA_BLK
	Icon id: 136
	AnimPose Name: e_tesita_a1
	Animation Name: Z_1
	Name Message: ename_337 (Dark Skellobit)
	Description Message: ehelp_337
	Buy Price: 35
	Sell Price: 7
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x3
	Tribe: 225
	Sort Value: 402
Item 439:
	Name: MD_SHINIGAMIN_BETA_BLK
	Icon id: 136
	AnimPose Name: e_tesita_a2
	Animation Name: Z_1
	Name Message: ename_338 (Dark Spiky Skellobit)
	Description Message: ehelp_338
	Buy Price: 40
	Sell Price: 12
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x3
	Tribe: 228
	Sort Value: 403
Item 440:
	Name: SHINIGAMIN_SKY
	Icon id: 136
	AnimPose Name: e_tesita_b
	Animation Name: Z_1
	Name Message: ename_225 (Skellobomber)
	Description Message: ehelp_225
	Buy Price: 25
	Sell Price: 3
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 71
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 229
	Sort Value: 404
Item 441:
	Name: SHINIGAMIN_TAKO_A
	Icon id: 136
	AnimPose Name: e_tesita_c
	Animation Name: Z_1
	Name Message: ename_230 (Skellobait)
	Description Message: ehelp_230
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 71
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 234
	Sort Value: 405
Item 442:
	Name: SHINIGAMIN_TAKO_B
	Icon id: 136
	AnimPose Name: e_tesita_d
	Animation Name: Z_1
	Name Message: ename_231 (Spiky Skellobait)
	Description Message: ehelp_231
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 71
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 235
	Sort Value: 406
Item 443:
	Name: DEATHDEATH
	Icon id: 137
	AnimPose Name: e_death
	Animation Name: Z_1
	Name Message: ename_233 (Megabite)
	Description Message: ehelp_233
	Buy Price: 140
	Sell Price: 56
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 254
	Sort Value: 411
Item 444:
	Name: DEATHDEATH_2
	Icon id: 137
	AnimPose Name: e_deat2
	Animation Name: Z_1
	Name Message: ename_234 (Gigabite)
	Description Message: ehelp_234
	Buy Price: 150
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 4
	Card Shop Chance: 8
	Card Shop Bonus Seq: 71
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 255
	Sort Value: 412
Item 445:
	Name: DEATHDEATH_2_BLK
	Icon id: 137
	AnimPose Name: e_death
	Animation Name: Z_1
	Name Message: ename_404 (Dark Megabite)
	Description Message: ehelp_404
	Buy Price: 150
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 4
	Card Shop Chance: 8
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 256
	Sort Value: 413
Item 446:
	Name: MAGE_RED
	Icon id: 136
	AnimPose Name: e_mage_r
	Animation Name: Z_1
	Name Message: ename_235 (Red Magiblot)
	Description Message: ehelp_235
	Buy Price: 40
	Sell Price: 12
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 239
	Sort Value: 407
Item 447:
	Name: MAGE_BLUE
	Icon id: 136
	AnimPose Name: e_mage_b
	Animation Name: Z_1
	Name Message: ename_237 (Blue Magiblot)
	Description Message: ehelp_237
	Buy Price: 40
	Sell Price: 12
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 237
	Sort Value: 408
Item 448:
	Name: MAGE_YELLOW
	Icon id: 136
	AnimPose Name: e_mage_y
	Animation Name: Z_1
	Name Message: ename_239 (Yellow Magiblot)
	Description Message: ehelp_239
	Buy Price: 35
	Sell Price: 7
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 241
	Sort Value: 409
Item 449:
	Name: MAGE_YELLOW_BLK
	Icon id: 136
	AnimPose Name: e_mage_y
	Animation Name: Z_1
	Name Message: ename_405 (Dark Magiblot)
	Description Message: ehelp_405
	Buy Price: 50
	Sell Price: 15
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 243
	Sort Value: 410
Item 450:
	Name: SAMURAI
	Icon id: 137
	AnimPose Name: e_card_smra1
	Animation Name: Z_1
	Name Message: ename_288 (Sammer Guy)
	Description Message: ehelp_288
	Buy Price: 150
	Sell Price: 75
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 20
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 292
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 338
	Sort Value: 454
Item 451:
	Name: KILLER_KINOKO
	Icon id: 137
	AnimPose Name: e_killer_k
	Animation Name: Z_1
	Name Message: ename_283 (Zombie Shroom)
	Description Message: ehelp_283
	Buy Price: 120
	Sell Price: 48
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 268
	Sort Value: 418
Item 452:
	Name: KILLER_KINOKO_H
	Icon id: 137
	AnimPose Name: e_killer_k3
	Animation Name: Z_1
	Name Message: ename_284 (Ghoul Shroom)
	Description Message: ehelp_284
	Buy Price: 90
	Sell Price: 36
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 4
	Card Shop Chance: 8
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 269
	Sort Value: 419
Item 453:
	Name: DODONTUS
	Icon id: 137
	AnimPose Name: e_ddtas
	Animation Name: Z_1
	Name Message: ename_241 (O'Chunks)
	Description Message: ehelp_241
	Buy Price: 130
	Sell Price: 65
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 273
	Sort Value: 430
Item 454:
	Name: DIMEEN
	Icon id: 137
	AnimPose Name: e_dmen
	Animation Name: Z_1
	Name Message: ename_247 (Dimentio)
	Description Message: ehelp_247
	Buy Price: 120
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 292
	Sort Value: 435
Item 455:
	Name: MANERA
	Icon id: 137
	AnimPose Name: e_3D_manera
	Animation Name: 3D_manera_Z_1
	Name Message: ename_251 (Mimi)
	Description Message: ehelp_251
	Buy Price: 150
	Sell Price: 75
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 284
	Sort Value: 431
Item 456:
	Name: BOSS_ZUNBABA
	Icon id: 137
	AnimPose Name: e_zun_hed
	Animation Name: zun_hed_Z_1
	Name Message: ename_254 (Fracktail)
	Description Message: ehelp_254
	Buy Price: 200
	Sell Price: 100
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 66
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 313
	Sort Value: 420
Item 457:
	Name: BOSS_ZUNBABA_WHITE
	Icon id: 137
	AnimPose Name: e_W_zun_hed
	Animation Name: zun_hed_Z_1
	Name Message: ename_255 (Wracktail)
	Description Message: ehelp_255
	Buy Price: 150
	Sell Price: 75
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 20
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 314
	Sort Value: 421
Item 458:
	Name: KOOPA
	Icon id: 138
	AnimPose Name: p_kuppa_e
	Animation Name: Z_1
	Name Message: ename_256 (Bowser (1))
	Description Message: ehelp_256
	Buy Price: 999
	Sell Price: 999
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: 315
	Sort Value: 466
Item 459:
	Name: BLACK_KOOPA
	Icon id: 138
	AnimPose Name: p_kuppa_e
	Animation Name: Z_1
	Name Message: ename_259 (Dark Bowser)
	Description Message: ehelp_259
	Buy Price: 500
	Sell Price: 350
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 1
	Disp Flags: 0x2
	Tribe: 333
	Sort Value: 417
Item 460:
	Name: BLACK_LUIGI
	Icon id: 138
	AnimPose Name: e_dark_luigi
	Animation Name: d_luigi_Z_1
	Name Message: ename_258 (Dark Luigi)
	Description Message: ehelp_258
	Buy Price: 500
	Sell Price: 350
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 1
	Disp Flags: 0x2
	Tribe: 331
	Sort Value: 415
Item 461:
	Name: BLACK_MARIO
	Icon id: 138
	AnimPose Name: p_mario_e
	Animation Name: mario_Z_1
	Name Message: ename_257 (Dark Mario)
	Description Message: ehelp_257
	Buy Price: 500
	Sell Price: 350
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 1
	Disp Flags: 0x2
	Tribe: 330
	Sort Value: 414
Item 462:
	Name: BLACK_PEACH
	Icon id: 138
	AnimPose Name: p_peach_e
	Animation Name: Z_1
	Name Message: ename_260 (Dark Peach)
	Description Message: ehelp_260
	Buy Price: 900
	Sell Price: 630
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 1
	Disp Flags: 0x2
	Tribe: 332
