Card 0 (Item 282):
	Name: KURIBOO
	Disp Flags: 0x0
	Tribe: 241
	Sort Value: 409
Card 169 (Item 449):
	Name: MAGE_YELLOW_BLK
	Icon id: 136
	AnimPose Name: e_mage_y
	Animation Name: Z_1
	Name Message: ename_405 (Dark Magiblot)
	Description Message: ehelp_405
	Buy Price: 50
	Sell Price: 15
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 243
	Sort Value: 410
Card 170 (Item 443):
	Name: DEATHDEATH
	Icon id: 137
	AnimPose Name: e_death
	Animation Name: Z_1
	Name Message: ename_233 (Megabite)
	Description Message: ehelp_233
	Buy Price: 140
	Sell Price: 56
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 254
	Sort Value: 411
Card 171 (Item 444):
	Name: DEATHDEATH_2
	Icon id: 137
	AnimPose Name: e_deat2
	Animation Name: Z_1
	Name Message: ename_234 (Gigabite)
	Description Message: ehelp_234
	Buy Price: 150
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 4
	Card Shop Chance: 8
	Card Shop Bonus Seq: 71
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 255
	Sort Value: 412
Card 172 (Item 445):
	Name: DEATHDEATH_2_BLK
	Icon id: 137
	AnimPose Name: e_death
	Animation Name: Z_1
	Name Message: ename_404 (Dark Megabite)
	Description Message: ehelp_404
	Buy Price: 150
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 4
	Card Shop Chance: 8
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 256
	Sort Value: 413
Card 173 (Item 461):
	Name: BLACK_MARIO
	Icon id: 138
	AnimPose Name: p_mario_e
	Animation Name: mario_Z_1
	Name Message: ename_257 (Dark Mario)
	Description Message: ehelp_257
	Buy Price: 500
	Sell Price: 350
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 1
	Disp Flags: 0x2
	Tribe: 330
	Sort Value: 414
Card 174 (Item 460):
	Name: BLACK_LUIGI
	Icon id: 138
	AnimPose Name: e_dark_luigi
	Animation Name: d_luigi_Z_1
	Name Message: ename_258 (Dark Luigi)
	Description Message: ehelp_258
	Buy Price: 500
	Sell Price: 350
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 1
	Disp Flags: 0x2
	Tribe: 331
	Sort Value: 415
Card 175 (Item 462):
	Name: BLACK_PEACH
	Icon id: 138
	AnimPose Name: p_peach_e
	Animation Name: Z_1
	Name Message: ename_260 (Dark Peach)
	Description Message: ehelp_260
	Buy Price: 900
	Sell Price: 630
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 1
	Disp Flags: 0x2
	Tribe: 332
	Sort Value: 416
Card 176 (Item 459):
	Name: BLACK_KOOPA
	Icon id: 138
	AnimPose Name: p_kuppa_e
	Animation Name: Z_1
	Name Message: ename_259 (Dark Bowser)
	Description Message: ehelp_259
	Buy Price: 500
	Sell Price: 350
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 1
	Disp Flags: 0x2
	Tribe: 333
	Sort Value: 417
Card 177 (Item 451):
	Name: KILLER_KINOKO
	Icon id: 137
	AnimPose Name: e_killer_k
	Animation Name: Z_1
	Name Message: ename_283 (Zombie Shroom)
	Description Message: ehelp_283
	Buy Price: 120
	Sell Price: 48
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 268
	Sort Value: 418
Card 178 (Item 452):
	Name: KILLER_KINOKO_H
	Icon id: 137
	AnimPose Name: e_killer_k3
	Animation Name: Z_1
	Name Message: ename_284 (Ghoul Shroom)
	Description Message: ehelp_284
	Buy Price: 90
	Sell Price: 36
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 4
	Card Shop Chance: 8
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 269
	Sort Value: 419
Card 179 (Item 456):
	Name: BOSS_ZUNBABA
	Icon id: 137
	AnimPose Name: e_zun_hed
	Animation Name: zun_hed_Z_1
	Name Message: ename_254 (Fracktail)
	Description Message: ehelp_254
	Buy Price: 200
	Sell Price: 100
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 66
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 313
	Sort Value: 420
Card 180 (Item 457):
	Name: BOSS_ZUNBABA_WHITE
	Icon id: 137
	AnimPose Name: e_W_zun_hed
	Animation Name: zun_hed_Z_1
	Name Message: ename_255 (Wracktail)
	Description Message: ehelp_255
	Buy Price: 150
	Sell Price: 75
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 20
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 314
	Sort Value: 421
Card 181 (Item 531):
	Name: KYORORU
	Icon id: 136
	AnimPose Name: e_kozun
	Animation Name: Z_1
	Name Message: ename_412 (Frackle)
	Description Message: ehelp_412
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 20
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 66
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 450
	Sort Value: 422
Card 182 (Item 532):
	Name: ALPHA_KYORORU
	Icon id: 137
	AnimPose Name: e_kozun_w
	Animation Name: Z_1
	Name Message: ename_413 (Wrackle)
	Description Message: ehelp_413
	Buy Price: 100
	Sell Price: 50
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 20
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 451
	Sort Value: 423
Card 183 (Item 463):
	Name: GESO
	Icon id: 137
	AnimPose Name: e_big_gesso
	Animation Name: Z_1
	Name Message: ename_261 (Big Blooper)
	Description Message: ehelp_261
	Buy Price: 80
	Sell Price: 40
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 111
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 317
	Sort Value: 424
Card 184 (Item 464):
	Name: KAMEREKING
	Icon id: 137
	AnimPose Name: e_kamere
	Animation Name: Z_1
	Name Message: ename_262 (Francis)
	Description Message: ehelp_262
	Buy Price: 120
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 129
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 318
	Sort Value: 425
Card 185 (Item 465):
	Name: ROSE
	Icon id: 137
	AnimPose Name: e_card_bar
	Animation Name: Z_1
	Name Message: ename_263 (King Croacus)
	Description Message: ehelp_263
	Buy Price: 100
	Sell Price: 50
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 319
	Sort Value: 426
Card 186 (Item 469):
	Name: SHINIGAMI
	Icon id: 137
	AnimPose Name: e_card_shini
	Animation Name: Z_1
	Name Message: ename_273 (Bonechill)
	Description Message: ehelp_273
	Buy Price: 140
	Sell Price: 70
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 359
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 327
	Sort Value: 427
Card 187 (Item 470):
	Name: EARL_DIMENSION
	Icon id: 138
	AnimPose Name: e_jigen
	Animation Name: Z_1
	Name Message: ename_276 (Count Bleck)
	Description Message: ehelp_276
	Buy Price: 400
	Sell Price: 240
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 305
	Sort Value: 428
Card 188 (Item 471):
	Name: EARL_ADJUTANT
	Icon id: 138
	AnimPose Name: n_nasta
	Animation Name: Z_1
	Name Message: ename_280 (Nastasia)
	Description Message: ehelp_280
	Buy Price: 300
	Sell Price: 180
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 304
	Sort Value: 429
Card 189 (Item 453):
	Name: DODONTUS
	Icon id: 137
	AnimPose Name: e_ddtas
	Animation Name: Z_1
	Name Message: ename_241 (O'Chunks)
	Description Message: ehelp_241
	Buy Price: 130
	Sell Price: 65
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 273
	Sort Value: 430
Card 190 (Item 455):
	Name: MANERA
	Icon id: 137
	AnimPose Name: e_3D_manera
	Animation Name: 3D_manera_Z_1
	Name Message: ename_251 (Mimi)
	Description Message: ehelp_251
	Buy Price: 150
	Sell Price: 75
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 284
	Sort Value: 431
Card 191 (Item 466):
	Name: LUIGI_L
	Icon id: 137
	AnimPose Name: e_dark_luigi
	Animation Name: d_luigi_Z_1
	Name Message: ename_268 (Mr. L)
	Description Message: ehelp_268
	Buy Price: 20
	Sell Price: 10
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 179
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 295
	Sort Value: 432
Card 192 (Item 467):
	Name: LUIGI_ROBO
	Icon id: 137
	AnimPose Name: e_card_gan
	Animation Name: Z_1
	Name Message: ename_269 (Brobot)
	Description Message: ehelp_269
	Buy Price: 120
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 179
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 296
	Sort Value: 433
Card 193 (Item 468):
	Name: LUIGI_ROBO_II
	Icon id: 137
	AnimPose Name: e_card_ganZ
	Animation Name: Z_1
	Name Message: ename_272 (Brobot L-type)
	Description Message: ehelp_272
	Buy Price: 130
	Sell Price: 65
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 292
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 300
	Sort Value: 434
Card 194 (Item 454):
	Name: DIMEEN
	Icon id: 137
	AnimPose Name: e_dmen
	Animation Name: Z_1
	Name Message: ename_247 (Dimentio)
	Description Message: ehelp_247
	Buy Price: 120
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 292
	Sort Value: 435
Card 195 (Item 472):
	Name: DIMEEN_L
	Icon id: 138
	AnimPose Name: e_card_DmL
	Animation Name: Z_1
	Name Message: ename_281 (Super Dimentio)
	Description Message: ehelp_281
	Buy Price: 330
	Sell Price: 198
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 309
	Sort Value: 436
Card 196 (Item 505):
	Name: DEARU
	Icon id: 137
	AnimPose Name: n_machi_dearle
	Animation Name: Z_1
	Name Message: ename_371 (Merlon)
	Description Message: ehelp_371
	Buy Price: 70
	Sell Price: 35
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 437
Card 197 (Item 506):
	Name: URA_DEARU
	Icon id: 137
	AnimPose Name: n_machi_c_dearle
	Animation Name: Z_1
	Name Message: ename_372 (Nolrem)
	Description Message: ehelp_372
	Buy Price: 90
	Sell Price: 45
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 179
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 438
Card 198 (Item 507):
	Name: MISUTERU
	Icon id: 137
	AnimPose Name: n_stg2_mist
	Animation Name: n_stg2_mist_Z_1
	Name Message: ename_373 (Merluvlee)
	Description Message: ehelp_373
	Buy Price: 110
	Sell Price: 55
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 439
Card 199 (Item 508):
	Name: SANDERU
	Icon id: 137
	AnimPose Name: n_sundale
	Animation Name: n_stg2_mist_Z_1
	Name Message: ename_374 (Merlee)
	Description Message: ehelp_374
	Buy Price: 110
	Sell Price: 55
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 440
Card 200 (Item 510):
	Name: AGERU
	Icon id: 137
	AnimPose Name: e_card_agelu
	Animation Name: Z_1
	Name Message: ename_376 (Bestovius)
	Description Message: ehelp_376
	Buy Price: 80
	Sell Price: 40
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 441
Card 201 (Item 511):
	Name: MIHARU
	Icon id: 137
	AnimPose Name: n_stg1_chief
	Animation Name: Z_1
	Name Message: ename_377 (Watchitt)
	Description Message: ehelp_377
	Buy Price: 90
	Sell Price: 45
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 442
Card 202 (Item 509):
	Name: CRYSTALE
	Icon id: 137
	AnimPose Name: n_starl
	Animation Name: Z_1
	Name Message: ename_375 (Merlumina)
	Description Message: ehelp_375
	Buy Price: 90
	Sell Price: 45
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 66
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 443
Card 203 (Item 520):
	Name: CUBY
	Icon id: 137
	AnimPose Name: n_stg2_shikai
	Animation Name: n_stg2_shikai_Z_1
	Name Message: ename_386 (The InterNed)
	Description Message: ehelp_386
	Buy Price: 130
	Sell Price: 65
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 444
Card 204 (Item 534):
	Name: CUBELIC
	Icon id: 137
	AnimPose Name: n_yuugi
	Animation Name: Z_1
	Name Message: ename_415 (The InterChet)
	Description Message: ehelp_415
	Buy Price: 150
	Sell Price: 75
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 129
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 445
Card 205 (Item 533):
	Name: HORUHOLE
	Icon id: 137
	AnimPose Name: n_dokan
	Animation Name: Z_1
	Name Message: ename_414 (Welderberg)
	Description Message: ehelp_414
	Buy Price: 120
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 446
Card 206 (Item 524):
	Name: RED_GURIN
	Icon id: 137
	AnimPose Name: e_card_red
	Animation Name: Z_1
	Name Message: ename_402 (Red & Green)
	Description Message: ehelp_402
	Buy Price: 100
	Sell Price: 50
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 447
Card 207 (Item 390):
	Name: BANKEN
	Icon id: 136
	AnimPose Name: n_stg2_gau
	Animation Name: Z_1_L
	Name Message: ename_163 (Howl)
	Description Message: ehelp_163
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 23
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 260
	Sort Value: 448
Card 208 (Item 391):
	Name: DEKA_BANKEN
	Icon id: 137
	AnimPose Name: n_stg2_gaubos
	Animation Name: Z_1_L
	Name Message: ename_164 (Growl)
	Description Message: ehelp_164
	Buy Price: 150
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 23
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 261
	Sort Value: 449
Card 209 (Item 513):
	Name: TAMARA
	Icon id: 137
	AnimPose Name: n_stg4_tamara
	Animation Name: Z_1
	Name Message: ename_379 (Squirps)
	Description Message: ehelp_379
	Buy Price: 170
	Sell Price: 85
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 174
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 450
Card 210 (Item 514):
	Name: DAVID
	Icon id: 137
	AnimPose Name: n_stg5_hiroshi
	Animation Name: Z_1
	Name Message: ename_380 (Flint Cragley)
	Description Message: ehelp_380
	Buy Price: 160
	Sell Price: 80
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 221
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 451
Card 211 (Item 515):
	Name: HENRY_STANLAY
	Icon id: 137
	AnimPose Name: e_card_hen
	Animation Name: Z_1
	Name Message: ename_381 (Hornfels & Monzo)
	Description Message: ehelp_381
	Buy Price: 90
	Sell Price: 45
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 221
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 452
Card 212 (Item 516):
	Name: TONO
	Icon id: 137
	AnimPose Name: n_stg6_tono
	Animation Name: Z_1
	Name Message: ename_382 (King Sammer)
	Description Message: ehelp_382
	Buy Price: 130
	Sell Price: 65
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 272
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 453
Card 213 (Item 450):
	Name: SAMURAI
	Icon id: 137
	AnimPose Name: e_card_smra1
	Animation Name: Z_1
	Name Message: ename_288 (Sammer Guy)
	Description Message: ehelp_288
	Buy Price: 150
	Sell Price: 75
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 20
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 292
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 338
	Sort Value: 454
Card 214 (Item 526):
	Name: MAME_BUBUDO
	Icon id: 136
	AnimPose Name: e_card_smrc1
	Animation Name: Z_1
	Name Message: ename_407 (Small Sammer Guy)
	Description Message: ehelp_407
	Buy Price: 40
	Sell Price: 12
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 20
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 292
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 355
	Sort Value: 455
Card 215 (Item 527):
	Name: DAI_BUBUDO
	Icon id: 136
	AnimPose Name: e_card_smrb1
	Animation Name: Z_1
	Name Message: ename_408 (Big Sammer Guy)
	Description Message: ehelp_408
	Buy Price: 40
	Sell Price: 12
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 20
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 292
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 347
	Sort Value: 456
Card 216 (Item 517):
	Name: ANGEL
	Icon id: 137
	AnimPose Name: n_angeko
	Animation Name: Z_1
	Name Message: ename_383 (Luvbi)
	Description Message: ehelp_383
	Buy Price: 200
	Sell Price: 100
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 359
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 457
Card 217 (Item 518):
	Name: ENNMA
	Icon id: 137
	AnimPose Name: n_enma
	Animation Name: Z_1
	Name Message: ename_384 (Jaydes)
	Description Message: ehelp_384
	Buy Price: 120
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 307
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 458
Card 218 (Item 519):
	Name: KAMISAMA
	Icon id: 137
	AnimPose Name: n_kami
	Animation Name: Z_1
	Name Message: ename_385 (Grambi)
	Description Message: ehelp_385
	Buy Price: 120
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 359
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 459
Card 219 (Item 512):
	Name: KOBURON
	Icon id: 138
	AnimPose Name: n_koburon
	Animation Name: Z_1
	Name Message: ename_378 (Whacka)
	Description Message: ehelp_378
	Buy Price: 500
	Sell Price: 300
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 179
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 460
Card 220 (Item 522):
	Name: MARIO
	Icon id: 138
	AnimPose Name: p_mario_e
	Animation Name: mario_Z_1
	Name Message: ename_388 (Mario)
	Description Message: ehelp_388
	Buy Price: 999
	Sell Price: 999
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 461
Card 221 (Item 521):
	Name: LUIGI
	Icon id: 138
	AnimPose Name: p_luigi_e
	Animation Name: luigi_Z_1
	Name Message: ename_387 (Luigi)
	Description Message: ehelp_387
	Buy Price: 999
	Sell Price: 999
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 462
Card 222 (Item 523):
	Name: PEACH
	Icon id: 138
	AnimPose Name: p_peach_e
	Animation Name: Z_1
	Name Message: ename_389 (Peach (1))
	Description Message: ehelp_389
	Buy Price: 999
	Sell Price: 999
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 463
Card 223 (Item 474):
	Name: W_PEACH
	Icon id: 137
	AnimPose Name: p_w_peach
	Animation Name: Z_1
	Name Message: ename_340 (Peach (2))
	Description Message: ehelp_340
	Buy Price: 150
	Sell Price: 75
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 464
Card 224 (Item 475):
	Name: P_PEACH
	Icon id: 137
	AnimPose Name: e_card_poni
	Animation Name: Z_1
	Name Message: ename_341 (Peach (3))
	Description Message: ehelp_341
	Buy Price: 200
	Sell Price: 100
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 465
Card 225 (Item 458):
	Name: KOOPA
	Icon id: 138
	AnimPose Name: p_kuppa_e
	Animation Name: Z_1
	Name Message: ename_256 (Bowser (1))
	Description Message: ehelp_256
	Buy Price: 999
	Sell Price: 999
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 1
	Disp Flags: 0x0
	Tribe: 315
